"TradingName","Address","PremisesUse","Ward","URL","lat","long","IssuedDate"
"Leander Ventures Limited","4-6 Lancashire Court London W1S 1EY","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=ME3N70RP1IC00","51.51277085","-.14548825","2013-07-16 00:00:00"
"Little Social","Ground Floor 5 Pollen Street London W1S 1NE","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MJI1Q6RP1GC00","51.51354566","-.14217082","2013-05-09 00:00:00"
"Akash Tandoori Restaurant","500A Edgware Road London W2 1EJ","Type - Restaurant","Church Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J8PSRMRPKP000","51.52447288","-.17606394","2006-11-15 00:00:00"
"Casanova Nite Club","181 Edgware Road London W2 1ET","Type - Night clubs and discos","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L69RA9RP1EH00","51.51835047","-.16807838","2010-09-29 00:00:00"
"Pearl Liang Chinese Restaurant","8 Sheldon Square London W2 6DQ","Type - Restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L4IZS6RP10000","51.51978554","-.17997003","2010-08-26 00:00:00"
"Cleveland Arms Public House","28 Chilworth Street London W2 6DT","Type - Pub or pub restaurant with lodge","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J6989CRPY8000","51.51491096","-.18108673","2006-10-02 00:00:00"
"The Lyceum Theatre","The Lyceum Theatre 17 - 21 Wellington Street London WC2E 7DN","Type - Theatre","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MWMFE3RP1FN00","51.51143226","-.12014959","2013-12-19 00:00:00"
"Break Point","19 Lancaster Place London WC2E 7EN","Type - Shop (large)","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KTB1E2RP10L00","51.51082367","-.11920909","2010-02-04 00:00:00"
"Fire And Stone","31-32 Maiden Lane London WC2E 7JS","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPMCPCRP0R000","51.51073042","-.12349308","2013-08-08 00:00:00"
"Curzon Victoria","58 Victoria Street London SW1E 6AN","Type - Cinema","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MUUYLERP1GC00","51.49772435","-.13684966","2014-02-06 00:00:00"
"The Arcadian King Edward","The Arcadian King Edward Barge Moored On The Thames Outside The Houses Of Parliament Westminster Pier Victoria Embankment London SW1A 2JH","Type - Tourist attraction or dark ride","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JCDGZ2RP2Q000","51.50162236","-.12357906","2007-12-17 00:00:00"
"Z Hotel","5 Lower Belgrave Street London SW1W 0NR","Type - Hotel, 4+ star or major chain","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MUTHP8RP1FN00","51.49561743","-.14632858","2013-11-08 00:00:00"
"Santini Restaurant","29 Ebury Street London SW1W 0NZ","Type - Restaurant","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=IYOYSARPZ1000","51.49574109","-.14675576","2007-09-12 00:00:00"
"Mayfair Pasta Restaurant","61 Davies Street London W1K 5JL","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LO9XDVRP1DX00","51.51322849","-.14884208","2011-08-23 00:00:00"
"The Warrington","Ground West 93 Warrington Crescent London W9 1EH","Type - Pub or pub restaurant with lodge","Little Venice","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPRM69RP0R000","51.52717199","-.18310660","2013-07-29 00:00:00"
"Apollo Pizza Restaurant","412 Harrow Road London W9 2HU","Type - Restaurant","Harrow Road","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LC2OWLRP1EH00","51.52356182","-.19740602","2010-12-03 00:00:00"
"Co-op","504-510 Harrow Road London W9 3QA","Type - Shop (large)","Harrow Road","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MGB90SRP1GC00","51.52492610","-.20251294","2013-03-26 00:00:00"
"Carolina Chicken","546 Harrow Road London W9 3QG","Type - Shop","Queen's Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J323V3RPZ9000","51.52582564","-.20429392","2006-07-28 00:00:00"
"Cheshire Cheese","Cheshire Cheese 5 Little Essex Street London WC2R 3LD","Type - Public house or pub restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=K32T7RRP0ZS00","51.51244411","-.11316144","2008-09-03 00:00:00"
"Italian Restaurant","93 Rochester Row London SW1P 1LJ","Type - Restaurant","Vincent Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JI8IERRP0JL00","51.49296894","-.13751893","2012-10-31 00:00:00"
"Coronation Mini Market","19 Dart Street London W10 4UL","Type - Shop","Queen's Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L8W165RP10000","51.53075491","-.20673837","2010-11-01 00:00:00"
"Polpetto","11 Berwick Street London W1F 0PL","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MX6IAWRP1GC00","51.51338879","-.13455321","2014-02-04 00:00:00"
"Bar Du Marche","Ground Floor 19 Berwick Street London W1F 0PX","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L4X9PFRP10000","51.51373532","-.13485613","2010-09-23 00:00:00"
"The Fox Club","46 Clarges Street London W1J 7ER","Type - Club or institution","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J3HAO1RPY8000","51.50638263","-.14469572","2007-05-20 00:00:00"
"Best Western Paddington Court Hotel","27 Devonshire Terrace London W2 3DR","Type - Hotel, 3 star or under","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LOY4XTRP10000","51.51364637","-.18014267","2011-09-28 00:00:00"
"Molly's","Ground Floor 28 Clifton Road London W9 1ST","Type - Restaurant","Little Venice","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MQ6NQNRP17S00","51.52555847","-.17995609","2013-10-18 00:00:00"
"Wilkinson Vintners Ltd","38 Chagford Street London NW1 6EB","Type - Office","Bryanston and Dorset Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J7Y2KTRPB1000","51.52420924","-.16033281","2006-10-30 00:00:00"
"Il Vicolo","3-4 Crown Passage London SW1Y 6PP","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JBLN10RP8Q000","51.50576663","-.13760236","2007-11-16 00:00:00"
"Bar Rumba","Ground Floor Unit 17d Trocadero 13 Coventry Street London W1D 7ER","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LXJH03RP17S00","51.51129756","-.13311103","2012-02-01 00:00:00"
"White Horse Public House","45 Rupert Street London W1D 7PB","Type - Pub or pub restaurant with lodge","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MK9WMTRP1GC00","51.51188972","-.13359123","2013-04-22 00:00:00"
"Rupert Supermarket","55 Rupert Street London W1D 7PJ","Type - Shop","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J20ZVHRPZ9000","51.51207243","-.13377111","2007-01-19 00:00:00"
"Sartoria","Ground Floor Heathcoat House 20 Savile Row London W1S 3PR","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPBDIHRP0R000","51.51153312","-.14058096","2013-08-30 00:00:00"
"Come Together Coffee","Ground Floor 27 Craven Terrace London W2 3EL","Type - Cafe","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MBS65HRP1DX00","51.51262897","-.17832409","2013-01-09 00:00:00"
"Zorba Greek Taverna","35-36 Leinster Terrace London W2 3ET","Type - Restaurant","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J6X44WRPVP000","51.51216860","-.18342976","2006-10-19 00:00:00"
"Craven Gardens Hotel","16 Leinster Terrace London W2 3EU","Type - Hotel, 3 star or under","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L3PA03RP19700","51.51172875","-.18289962","2010-07-06 00:00:00"
"Five Guys","1-3 Long Acre London WC2E 9LH","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MTBMLSRP17S00","51.51185347","-.12680484","2013-10-16 00:00:00"
"Cellar Door Jazz Cafe","Development Site At Former Wellington Street Toilets At Junction With The Strand And Wellington Street London","Type - Wine bar","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J4EBKKRPZH000","51.51149076","-.11931132","2007-06-22 00:00:00"
"The Sweet Spot","60 Great Titchfield Street London","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M92AK6RP1DX00","51.51835403","-.14030319","2012-12-06 00:00:00"
"West End Area","Oxford Street London","Type - Civic amenity site","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MWBE6LRP0R000","51.51494255","-.14463619","2014-01-02 00:00:00"
"Mori","84 St John's Wood High Street London NW8 7SH","Type - Shop","Regent's Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LNLZ3DRP17S00","51.53299813","-.16973965","2011-07-15 00:00:00"
"Regency Supermarket","Basement And Ground Floor 10A-11 Regency Place London SW1P 2EB","Type - Hypermarket or superstore","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MDSEABRP1DX00","51.49457184","-.13256992","2013-03-26 00:00:00"
"Thai Cafe & Restaurant","Ground Floor 22 Charlwood Street London SW1V 2DY","Type - Restaurant","Tachbrook","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J7YGMHRPOP000","51.49085706","-.13760500","2006-10-31 00:00:00"
"Cask Pub And Kitchen","6 Charlwood Street London SW1V 2EE","Type - Public house or pub restaurant","Tachbrook","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KMCZ3FRP10000","51.49109535","-.13732159","2009-08-27 00:00:00"
"Bar Remo","Ground Floor 2 Princes Street London W1B 2LB","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MM2ALERP1GC00","51.51472078","-.14255539","2013-08-27 00:00:00"
"Chisou Japanese Restaurant & Go Chisou","Basement And Ground Floor 3 - 4 Princes Street London W1B 2LD","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MKQ8AKRP17S00","51.51471316","-.14264217","2013-06-26 00:00:00"
"Aurora Restaurant","Basement And Ground Floor 49 Lexington Street London W1F 9AP","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KFXSXDRP13L00","51.51313258","-.13653813","2009-04-27 00:00:00"
"Not Recorded","Ground Floor 22 Harcourt Street London W1H 4HH","Type - Restaurant","Bryanston and Dorset Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LBZF2ERP0C200","51.51982734","-.16476154","2011-02-21 00:00:00"
"Old Town 97","19 Wardour Street London W1D 6PL","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=ME8URYRP1GC00","51.51100247","-.13208547","2013-02-18 00:00:00"
"Young Cheng Restaurant","39 Wardour Street London W1D 6PX","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LUPAFVRP1IC00","51.51141191","-.13238578","2012-03-27 00:00:00"
"O' Bar","83-85 Wardour Street London W1D 6QE","Type - Public house or pub restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MJK0Y4RP1GC00","51.51248953","-.13342259","2013-04-05 00:00:00"
"Cineworld","Unit 73 Trocadero 13 Coventry Street London W1D 7AB","Type - Cinema","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J4CRK3RPIJ000","51.51096345","-.13302381","2006-10-24 00:00:00"
"Ham Yard Hotel","Site Bounded By 5-10 Denman Street, 33-36 Great Windmill Street, 14-18 Ham Yard And 1 - 7 Smith's Court London W1D 7DW","Type - Hotel, 4+ star or major chain","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MNNUFURP17S00","51.51119049","-.13485918","2014-01-08 00:00:00"
"The Dog House","23B Shaftesbury Avenue London W1D 7EF","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MVFVK8RP0R000","51.51061700","-.13442145","2013-11-18 00:00:00"
"Lite Bite","Basement Front And Ground Floor 7 London Street London W2 1HL","Type - Restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LRKFSWRP1DX00","51.51558628","-.17477589","2012-05-11 00:00:00"
"Garfunkels","Ground Front 144 Praed Street London W2 1HU","Type - Hotel, 4+ star or major chain","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MQEAO8RP1GC00","51.51626232","-.17487858","2013-09-04 00:00:00"
"Hyde Park Premier London Paddington Hotel","14-16 Craven Hill London W2 3DU","Type - Hotel, 3 star or under","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPTMZLRP17S00","51.51336030","-.18083143","2013-10-14 00:00:00"
"Loco Mexicano","107 Westbourne Grove London W2 4UW","Type - Restaurant","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MIKHHZRP17S00","51.51505047","-.19360565","2013-05-11 00:00:00"
"Oslo Court Restaurant","Oslo Court Restaurant Prince Albert Road London NW8 7EN","Type - Restaurant","Regent's Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JCBJPCRPWN000","51.53317848","-.16689202","2007-04-26 00:00:00"
"La Mere Blanc","25 Gillingham Street London SW1V 1HN","Type - Restaurant","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LSC9YLRP17S00","51.49369768","-.14150847","2012-03-30 00:00:00"
